state;action_reward;n_state
934&3|531&4|323&3|285&5|274&5|278&4|121&4|126&5|597&3|933&3|107&5|280&3;924&5|282&5|742&4|471&5;934&3|531&4|323&3|285&5|274&5|278&4|121&4|126&5|597&3|933&3|107&5|280&3|924&5|282&5|742&4|471&5
673&5|170&4|485&2|597&2|458&4|710&3|1108&3|13&5|1021&4|1115&3|900&4|133&3;229&3|792&4|616&5|403&5;673&5|170&4|485&2|597&2|458&4|710&3|1108&3|13&5|1021&4|1115&3|900&4|133&3|229&3|792&4|616&5|403&5
936&5|751&3|1251&4|420&4|181&4|14&5|224&4|116&5|455&4|1&4|150&4|242&5;257&4|273&4|473&4|19&4;936&5|751&3|1251&4|420&4|181&4|14&5|224&4|116&5|455&4|1&4|150&4|242&5|257&4|273&4|473&4|19&4
1013&2|289&1|243&4|932&3|290&4|628&4|273&5|546&5|174&5|326&4|746&5|926&4;696&3|413&3|286&4|117&5;1013&2|289&1|243&4|932&3|290&4|628&4|273&5|546&5|174&5|326&4|746&5|926&4|696&3|413&3|286&4|117&5
588&5|56&4|67&4|11&5|99&2|1&5|542&2|421&4|739&3|501&4|403&4|768&4;63&4|91&4|742&5|422&4;588&5|56&4|67&4|11&5|99&2|1&5|542&2|421&4|739&3|501&4|403&4|768&4|63&4|91&4|742&5|422&4
229&3|172&3|151&3|42&2|1231&2|670&1|1132&1|482&2|578&1|755&2|1139&3|88&3;257&3|823&2|128&3|472&1;229&3|172&3|151&3|42&2|1231&2|670&1|1132&1|482&2|578&1|755&2|1139&3|88&3|257&3|823&2|128&3|472&1
636&2|183&3|7&4|79&5|300&4|226&1|11&4|27&1|550&1|363&1|281&2|210&4;562&3|597&4|373&2|761&4;636&2|183&3|7&4|79&5|300&4|226&1|11&4|27&1|550&1|363&1|281&2|210&4|562&3|597&4|373&2|761&4
56&5|92&3|183&5|55&1|385&4|144&5|195&4|228&3|431&2|194&3|129&5|82&3;7&3|657&4|175&1|86&4;56&5|92&3|183&5|55&1|385&4|144&5|195&4|228&3|431&2|194&3|129&5|82&3|7&3|657&4|175&1|86&4
709&5|208&5|1079&4|50&5|625&3|1009&3|125&5|820&4|412&5|407&3|91&5|288&2;659&5|209&4|238&5|433&4;709&5|208&5|1079&4|50&5|625&3|1009&3|125&5|820&4|412&5|407&3|91&5|288&2|659&5|209&4|238&5|433&4
327&4|286&5|245&3|333&5|307&3|127&5|332&4|300&3|1024&5|294&2|313&5|328&4;181&4|50&4|125&4|151&4;327&4|286&5|245&3|333&5|307&3|127&5|332&4|300&3|1024&5|294&2|313&5|328&4|181&4|50&4|125&4|151&4
64&4|514&4|302&3|181&3|151&1|222&3|134&3|168&5|154&3|257&5|248&3|52&4;50&3|177&2|65&5|175&4;64&4|514&4|302&3|181&3|151&1|222&3|134&3|168&5|154&3|257&5|248&3|52&4|50&3|177&2|65&5|175&4
265&4|96&4|194&5|742&4|98&4|209&5|428&4|385&3|740&5|73&4|144&3|153&5;663&4|213&4|234&4|435&3;265&4|96&4|194&5|742&4|98&4|209&5|428&4|385&3|740&5|73&4|144&3|153&5|663&4|213&4|234&4|435&3
325&4|310&4|294&3|211&4|258&4|319&4|288&3|382&3|887&4|655&3|153&4|268&2;210&3|435&5|692&3|4&4;325&4|310&4|294&3|211&4|258&4|319&4|288&3|382&3|887&4|655&3|153&4|268&2|210&3|435&5|692&3|4&4
136&3|56&4|218&3|175&5|227&4|19&5|203&4|225&2|196&5|184&4|65&4|67&3;100&5|116&3|226&3|51&4;136&3|56&4|218&3|175&5|227&4|19&5|203&4|225&2|196&5|184&4|65&4|67&3|100&5|116&3|226&3|51&4
186&4|29&1|216&3|210&5|25&4|660&5|181&3|208&3|72&1|173&4|209&2|196&3;174&5|151&4|233&3|117&4;186&4|29&1|216&3|210&5|25&4|660&5|181&3|208&3|72&1|173&4|209&2|196&3|174&5|151&4|233&3|117&4
519&5|498&5|313&2|382&5|15&4|428&4|288&4|628&5|276&4|319&1|100&5|175&5;588&4|530&5|474&4|269&4;519&5|498&5|313&2|382&5|15&4|428&4|288&4|628&5|276&4|319&1|100&5|175&5|588&4|530&5|474&4|269&4
328&2|332&2|990&3|327&2|306&5|245&2|300&2|326&2|288&3|321&4|292&3|324&2;988&2|322&2|325&2|323&2;328&2|332&2|990&3|327&2|306&5|245&2|300&2|326&2|288&3|321&4|292&3|324&2|988&2|322&2|325&2|323&2
328&3|690&4|243&3|289&2|311&4|751&5|300&5|326&5|333&2|315&3|748&5|258&2;323&4|877&3|332&5|873&5;328&3|690&4|243&3|289&2|311&4|751&5|300&5|326&5|333&2|315&3|748&5|258&2|323&4|877&3|332&5|873&5
275&2|87&1|198&4|251&5|76&1|654&4|464&3|751&3|100&3|190&3|245&1|11&1;433&2|686&3|425&4|475&4;275&2|87&1|198&4|251&5|76&1|654&4|464&3|751&3|100&3|190&3|245&1|11&1|433&2|686&3|425&4|475&4
187&4|760&3|443&3|485&2|549&5|432&1|89&5|23&4|427&3|496&3|282&3|675&3;590&1|706&3|637&3|444&2;187&4|760&3|443&3|485&2|549&5|432&1|89&5|23&4|427&3|496&3|282&3|675&3|590&1|706&3|637&3|444&2
56&5|226&4|50&4|588&3|546&4|340&2|210&5|188&4|252&2|369&4|82&3|204&5;99&4|433&4|1090&3|77&3;56&5|226&4|50&4|588&3|546&4|340&2|210&5|188&4|252&2|369&4|82&3|204&5|99&4|433&4|1090&3|77&3
17&4|89&3|567&2|218&4|233&3|637&3|427&4|68&5|295&3|405&3|564&1|215&3;229&2|231&3|29&3|402&3;17&4|89&3|567&2|218&4|233&3|637&3|427&4|68&5|295&3|405&3|564&1|215&3|229&2|231&3|29&3|402&3
747&3|380&4|229&4|228&3|751&4|326&4|100&4|294&4|172&5|22&4|1240&5|288&3;183&4|429&5|385&4|216&4;747&3|380&4|229&4|228&3|751&4|326&4|100&4|294&4|172&5|22&4|1240&5|288&3|183&4|429&5|385&4|216&4
1237&3|687&5|339&5|288&4|294&4|245&4|326&4|304&3|988&3|259&4|875&5|359&5;321&3|597&4|596&2|410&5;1237&3|687&5|339&5|288&4|294&4|245&4|326&4|304&3|988&3|259&4|875&5|359&5|321&3|597&4|596&2|410&5
98&3|252&2|717&3|171&3|180&5|514&3|496&3|100&4|1142&3|150&2|276&3|235&5;332&3|357&4|481&5|134&3;98&3|252&2|717&3|171&3|180&5|514&3|496&3|100&4|1142&3|150&2|276&3|235&5|332&3|357&4|481&5|134&3
1179&2|716&3|219&4|792&4|837&5|42&5|91&4|143&5|513&5|215&5|486&5|1248&4;1311&2|63&3|1133&2|1182&2;1179&2|716&3|219&4|792&4|837&5|42&5|91&4|143&5|513&5|215&5|486&5|1248&4|1311&2|63&3|1133&2|1182&2
1016&4|245&3|355&1|300&4|751&3|258&1|343&2|323&3|346&3|222&4|272&2|294&3;380&3|268&2|1264&3|246&2;1016&4|245&3|355&1|300&4|751&3|258&1|343&2|323&3|346&3|222&4|272&2|294&3|380&3|268&2|1264&3|246&2
292&3|937&2|333&5|310&3|313&5|347&4|331&3|272&5|288&4|1294&4|326&4|294&1;316&4|748&4|312&3|322&3;292&3|937&2|333&5|310&3|313&5|347&4|331&3|272&5|288&4|1294&4|326&4|294&1|316&4|748&4|312&3|322&3
678&4|289&1|748&4|405&4|1049&3|845&3|307&5|117&4|322&4|294&5|7&4|908&4;1011&3|101&5|455&5|151&4;678&4|289&1|748&4|405&4|1049&3|845&3|307&5|117&4|322&4|294&5|7&4|908&4|1011&3|101&5|455&5|151&4
15&3|825&4|250&5|300&3|148&4|282&5|286&4|343&5|289&5|619&3|687&3|121&4;151&2|281&2|3&5|546&1;15&3|825&4|250&5|300&3|148&4|282&5|286&4|343&5|289&5|619&3|687&3|121&4|151&2|281&2|3&5|546&1
685&4|597&3|472&2|475&3|15&4|14&3|276&5|25&5|111&4|322&2|248&4|288&4;151&5|106&2|405&4|269&5;685&4|597&3|472&2|475&3|15&4|14&3|276&5|25&5|111&4|322&2|248&4|288&4|151&5|106&2|405&4|269&5
679&4|357&4|201&4|202&4|182&3|228&3|735&4|194&4|71&4|527&4|133&4|69&4;705&5|186&5|609&3|470&4;679&4|357&4|201&4|202&4|182&3|228&3|735&4|194&4|71&4|527&4|133&4|69&4|705&5|186&5|609&3|470&4
475&4|286&4|13&4|20&4|222&4|820&3|50&5|281&3|597&4|121&2|310&4|742&4;1048&4|249&3|471&4|240&3;475&4|286&4|13&4|20&4|222&4|820&3|50&5|281&3|597&4|121&2|310&4|742&4|1048&4|249&3|471&4|240&3
509&3|854&1|169&5|990&1|1012&5|408&5|4&4|1492&4|62&3|763&3|291&3|418&3;52&3|1501&1|1180&2|1437&3;509&3|854&1|169&5|990&1|1012&5|408&5|4&4|1492&4|62&3|763&3|291&3|418&3|52&3|1501&1|1180&2|1437&3
108&2|663&5|530&3|499&4|211&5|157&3|822&3|283&3|845&3|259&2|418&3|523&4;291&3|1018&4|150&3|231&2;108&2|663&5|530&3|499&4|211&5|157&3|822&3|283&3|845&3|259&2|418&3|523&4|291&3|1018&4|150&3|231&2
518&3|524&4|132&5|99&4|193&4|89&4|523&4|196&4|993&2|705&5|485&4|465&5;257&3|91&3|665&2|427&5;518&3|524&4|132&5|99&4|193&4|89&4|523&4|196&4|993&2|705&5|485&4|465&5|257&3|91&3|665&2|427&5
435&4|515&4|189&3|258&2|479&5|491&4|537&4|492&5|504&3|503&3|14&5|165&5;153&4|154&3|200&3|502&4;435&4|515&4|189&3|258&2|479&5|491&4|537&4|492&5|504&3|503&3|14&5|165&5|153&4|154&3|200&3|502&4
105&2|358&3|7&3|50&5|55&3|544&4|474&3|742&4|122&2|597&4|294&3|147&4;403&3|11&4|230&2|144&3;105&2|358&3|7&3|50&5|55&3|544&4|474&3|742&4|122&2|597&4|294&3|147&4|403&3|11&4|230&2|144&3
656&3|436&3|185&3|667&2|218&3|234&3|665&4|675&3|7&4|17&3|5&3|201&2;565&3|441&2|444&2|590&2;656&3|436&3|185&3|667&2|218&3|234&3|665&4|675&3|7&4|17&3|5&3|201&2|565&3|441&2|444&2|590&2
136&4|484&5|582&5|656&5|64&5|520&4|286&5|610&4|513&5|173&4|487&5|641&4;238&4|611&5|127&4|495&5;136&4|484&5|582&5|656&5|64&5|520&4|286&5|610&4|513&5|173&4|487&5|641&4|238&4|611&5|127&4|495&5
275&3|886&1|651&4|750&3|475&3|812&5|655&4|98&3|288&4|272&5|690&5|313&5;137&1|56&2|204&3|650&3;275&3|886&1|651&4|750&3|475&3|812&5|655&4|98&3|288&4|272&5|690&5|313&5|137&1|56&2|204&3|650&3
344&5|898&5|875&1|751&3|311&5|340&4|316&1|313&2|245&3|750&2|347&1|886&1;302&5|269&4|349&4|896&4;344&5|898&5|875&1|751&3|311&5|340&4|316&1|313&2|245&3|750&2|347&1|886&1|302&5|269&4|349&4|896&4
117&3|64&5|1197&5|389&5|597&3|234&5|471&4|476&4|181&4|318&5|174&5|28&5;56&5|95&5|707&5|132&5;117&3|64&5|1197&5|389&5|597&3|234&5|471&4|476&4|181&4|318&5|174&5|28&5|56&5|95&5|707&5|132&5
331&3|359&3|135&3|87&3|286&5|263&3|50&5|358&1|284&4|720&5|878&3|319&3;199&4|632&4|209&3|423&5;331&3|359&3|135&3|87&3|286&5|263&3|50&5|358&1|284&4|720&5|878&3|319&3|199&4|632&4|209&3|423&5
258&3|872&3|334&2|873&2|988&3|289&4|268&4|288&3|321&4|294&3|332&3|286&5;245&3|325&3|301&3|880&4;258&3|872&3|334&2|873&2|988&3|289&4|268&4|288&3|321&4|294&3|332&3|286&5|245&3|325&3|301&3|880&4
238&3|74&5|174&1|1019&4|136&3|631&2|582&4|201&1|647&3|855&3|234&3|531&2;446&2|573&4|413&1|668&4;238&3|74&5|174&1|1019&4|136&3|631&2|582&4|201&1|647&3|855&3|234&3|531&2|446&2|573&4|413&1|668&4
313&2|937&2|258&5|283&4|582&5|325&5|902&3|257&3|269&5|301&3|515&5|1161&2;10&5|276&3|370&2|1008&4;313&2|937&2|258&5|283&4|582&5|325&5|902&3|257&3|269&5|301&3|515&5|1161&2|10&5|276&3|370&2|1008&4
300&5|258&5|328&3|354&5|356&3|324&5|210&3|360&5|301&5|271&4|327&5|361&5;11&4|358&2|264&3|294&5;300&5|258&5|328&3|354&5|356&3|324&5|210&3|360&5|301&5|271&4|327&5|361&5|11&4|358&2|264&3|294&5
340&4|317&4|28&3|603&5|333&4|358&2|210&5|741&2|347&3|204&5|354&4|316&3;83&4|713&5|742&3|508&3;340&4|317&4|28&3|603&5|333&4|358&2|210&5|741&2|347&3|204&5|354&4|316&3|83&4|713&5|742&3|508&3
7&4|1059&4|117&5|3&4|294&5|24&5|687&5|282&5|291&4|93&1|151&4|21&4;717&5|824&4|1052&4|149&2;7&4|1059&4|117&5|3&4|294&5|24&5|687&5|282&5|291&4|93&1|151&4|21&4|717&5|824&4|1052&4|149&2
301&1|486&4|524&2|178&4|303&4|127&4|191&4|923&3|512&1|286&3|835&4|100&4;494&4|488&5|1005&1|30&4;301&1|486&4|524&2|178&4|303&4|127&4|191&4|923&3|512&1|286&3|835&4|100&4|494&4|488&5|1005&1|30&4
433&2|204&1|659&4|499&4|1&3|419&3|137&5|707&5|737&3|69&3|462&3|28&4;747&3|958&3|1200&4|179&2;433&2|204&1|659&4|499&4|1&3|419&3|137&5|707&5|737&3|69&3|462&3|28&4|747&3|958&3|1200&4|179&2
224&4|182&3|282&2|64&5|275&4|25&3|242&4|845&1|328&2|427&5|185&3|530&4;461&5|1133&3|31&4|1091&4;224&4|182&3|282&2|64&5|275&4|25&3|242&4|845&1|328&2|427&5|185&3|530&4|461&5|1133&3|31&4|1091&4
346&4|334&3|345&4|333&3|690&3|877&2|313&3|270&3|268&5|682&3|319&3|751&3;687&3|344&4|332&3|339&3;346&4|334&3|345&4|333&3|690&3|877&2|313&3|270&3|268&5|682&3|319&3|751&3|687&3|344&4|332&3|339&3
684&5|211&4|21&4|141&3|588&5|402&5|843&2|657&4|300&5|8&4|520&5|234&3;386&4|1615&4|576&4|1413&2;684&5|211&4|21&4|141&3|588&5|402&5|843&2|657&4|300&5|8&4|520&5|234&3|386&4|1615&4|576&4|1413&2
847&3|813&5|1375&5|181&3|221&2|276&3|283&2|844&5|50&4|1367&5|275&3|222&3;127&5|922&5|936&3|919&5;847&3|813&5|1375&5|181&3|221&2|276&3|283&2|844&5|50&4|1367&5|275&3|222&3|127&5|922&5|936&3|919&5
531&4|461&5|50&4|508&1|462&4|246&4|276&5|100&5|181&4|8&2|425&4|523&4;165&4|4&4|178&5|22&3;531&4|461&5|50&4|508&1|462&4|246&4|276&5|100&5|181&4|8&2|425&4|523&4|165&4|4&4|178&5|22&3
209&4|549&3|1044&3|1232&2|141&3|825&4|708&2|234&4|692&4|762&3|47&3|1215&2;871&2|674&2|391&2|167&3;209&4|549&3|1044&3|1232&2|141&3|825&4|708&2|234&4|692&4|762&3|47&3|1215&2|871&2|674&2|391&2|167&3
10&5|127&4|282&3|1&4|100&4|275&5|284&3|515&5|124&4|319&5|14&5|294&4;255&2|471&2|121&3|931&2;10&5|127&4|282&3|1&4|100&4|275&5|284&3|515&5|124&4|319&5|14&5|294&4|255&2|471&2|121&3|931&2
150&4|250&5|109&5|222&5|237&3|748&5|763&4|125&3|300&5|596&3|1&3|50&5;121&5|260&3|15&5|111&3;150&4|250&5|109&5|222&5|237&3|748&5|763&4|125&3|300&5|596&3|1&3|50&5|121&5|260&3|15&5|111&3
887&5|311&5|1062&5|906&4|268&4|272&4|315&4|304&4|242&4|321&4|258&4|872&3;1176&5|902&4|898&4|749&3;887&5|311&5|1062&5|906&4|268&4|272&4|315&4|304&4|242&4|321&4|258&4|872&3|1176&5|902&4|898&4|749&3
346&4|286&3|269&4|628&2|538&5|902&4|288&5|276&4|237&4|302&5|64&3|150&5;198&5|185&3|191&4|216&3;346&4|286&3|269&4|628&2|538&5|902&4|288&5|276&4|237&4|302&5|64&3|150&5|198&5|185&3|191&4|216&3
154&4|202&4|367&4|293&4|480&5|331&3|357&4|55&5|223&4|288&4|477&3|1426&5;159&4|404&4|248&2|313&5;154&4|202&4|367&4|293&4|480&5|331&3|357&4|55&5|223&4|288&4|477&3|1426&5|159&4|404&4|248&2|313&5
240&1|289&4|311&3|286&5|690&5|294&3|898&5|678&2|990&4|302&3|25&4|310&4;1051&3|871&1|283&4|1028&1;240&1|289&4|311&3|286&5|690&5|294&3|898&5|678&2|990&4|302&3|25&4|310&4|1051&3|871&1|283&4|1028&1
288&3|882&4|307&4|750&5|313&3|690&3|906&2|302&5|347&4|752&5|346&5|353&3;300&5|355&1|886&4|350&4;288&3|882&4|307&4|750&5|313&3|690&3|906&2|302&5|347&4|752&5|346&5|353&3|300&5|355&1|886&4|350&4
1171&5|300&3|221&4|236&5|898&1|333&3|1226&3|19&5|678&3|321&3|766&3|14&4;1315&3|1160&5|1009&4|926&4;1171&5|300&3|221&4|236&5|898&1|333&3|1226&3|19&5|678&3|321&3|766&3|14&4|1315&3|1160&5|1009&4|926&4
255&3|243&1|276&5|1016&4|127&4|619&4|328&3|293&4|359&3|9&4|1197&3|340&2;819&3|292&3|595&2|291&4;255&3|243&1|276&5|1016&4|127&4|619&4|328&3|293&4|359&3|9&4|1197&3|340&2|819&3|292&3|595&2|291&4
660&5|902&5|474&5|310&4|194&4|515&4|431&3|286&5|628&4|523&3|50&5|212&4;169&5|191&4|357&3|204&4;660&5|902&5|474&5|310&4|194&4|515&4|431&3|286&5|628&4|523&3|50&5|212&4|169&5|191&4|357&3|204&4
603&3|1&3|127&5|238&5|204&5|427&5|143&5|357&5|183&5|181&4|507&4|514&2;222&5|107&4|15&5|924&4;603&3|1&3|127&5|238&5|204&5|427&5|143&5|357&5|183&5|181&4|507&4|514&2|222&5|107&4|15&5|924&4
304&3|264&2|688&1|538&4|286&5|321&4|887&5|683&1|990&2|748&1|339&3|325&4;260&3|305&5|307&4|338&2;304&3|264&2|688&1|538&4|286&5|321&4|887&5|683&1|990&2|748&1|339&3|325&4|260&3|305&5|307&4|338&2
144&4|155&2|153&4|501&4|176&5|408&4|152&4|235&4|127&5|208&5|89&3|2&3;53&4|715&5|24&4|739&3;144&4|155&2|153&4|501&4|176&5|408&4|152&4|235&4|127&5|208&5|89&3|2&3|53&4|715&5|24&4|739&3
227&5|97&4|5&1|428&5|82&2|235&2|193&5|848&5|471&1|845&3|452&3|73&3;350&2|632&3|402&4|909&5;227&5|97&4|5&1|428&5|82&2|235&2|193&5|848&5|471&1|845&3|452&3|73&3|350&2|632&3|402&4|909&5
307&4|222&3|286&4|288&4|303&5|302&3|1176&4|268&4|296&4|100&5|460&3|297&5;458&4|127&5|676&4|475&5;307&4|222&3|286&4|288&4|303&5|302&3|1176&4|268&4|296&4|100&5|460&3|297&5|458&4|127&5|676&4|475&5
313&4|347&3|327&5|272&4|302&3|750&5|887&4|307&4|344&5|345&5|348&3|900&3;245&3|264&4|343&4|333&4;313&4|347&3|327&5|272&4|302&3|750&5|887&4|307&4|344&5|345&5|348&3|900&3|245&3|264&4|343&4|333&4
1014&4|1021&4|151&3|515&3|617&3|93&3|318&4|1160&3|1333&3|358&3|89&5|1265&3;756&2|1215&2|476&2|975&3;1014&4|1021&4|151&3|515&3|617&3|93&3|318&4|1160&3|1333&3|358&3|89&5|1265&3|756&2|1215&2|476&2|975&3
127&4|19&3|292&3|237&3|15&4|520&4|744&3|988&2|14&4|357&4|319&3|100&4;199&4|242&4|269&4|483&3;127&4|19&3|292&3|237&3|15&4|520&4|744&3|988&2|14&4|357&4|319&3|100&4|199&4|242&4|269&4|483&3
324&3|993&4|50&3|533&3|255&1|257&3|253&5|181&2|748&2|323&1|286&4|296&4;532&4|515&5|127&4|293&4;324&3|993&4|50&3|533&3|255&1|257&3|253&5|181&2|748&2|323&1|286&4|296&4|532&4|515&5|127&4|293&4
50&5|278&2|147&4|127&5|235&4|14&4|475&5|324&4|458&4|93&4|13&4|319&4;129&4|410&4|628&4|121&2;50&5|278&2|147&4|127&5|235&4|14&4|475&5|324&4|458&4|93&4|13&4|319&4|129&4|410&4|628&4|121&2
517&5|209&2|322&3|210&4|988&1|152&3|211&4|321&3|428&5|194&5|655&3|435&5;629&5|163&3|116&5|25&5;517&5|209&2|322&3|210&4|988&1|152&3|211&4|321&3|428&5|194&5|655&3|435&5|629&5|163&3|116&5|25&5
228&4|1137&5|1&3|225&1|948&1|763&1|317&3|448&4|183&4|367&3|117&2|96&4;153&4|1400&5|419&3|652&5;228&4|1137&5|1&3|225&1|948&1|763&1|317&3|448&4|183&4|367&3|117&2|96&4|153&4|1400&5|419&3|652&5
566&5|583&5|794&4|581&5|257&4|155&5|1009&5|241&5|574&3|356&3|268&5|319&5;281&5|551&4|145&3|219&5;566&5|583&5|794&4|581&5|257&4|155&5|1009&5|241&5|574&3|356&3|268&5|319&5|281&5|551&4|145&3|219&5
430&5|736&4|26&2|303&5|69&4|356&4|98&5|269&5|482&5|116&5|498&5|20&5;900&5|423&5|347&5|607&5;430&5|736&4|26&2|303&5|69&4|356&4|98&5|269&5|482&5|116&5|498&5|20&5|900&5|423&5|347&5|607&5
410&3|443&4|770&4|208&4|85&3|100&4|823&3|176&5|111&4|216&4|71&5|496&5;365&5|452&3|65&5|217&5;410&3|443&4|770&4|208&4|85&3|100&4|823&3|176&5|111&4|216&4|71&5|496&5|365&5|452&3|65&5|217&5
707&5|81&4|284&3|962&3|258&4|427&4|650&5|147&3|591&2|188&5|82&3|428&3;163&3|193&4|1154&3|692&3;707&5|81&4|284&3|962&3|258&4|427&4|650&5|147&3|591&2|188&5|82&3|428&3|163&3|193&4|1154&3|692&3
315&4|354&5|904&5|311&5|308&4|750&2|313&3|319&3|301&4|302&3|321&1|880&3;886&5|1191&5|261&5|326&5;315&4|354&5|904&5|311&5|308&4|750&2|313&3|319&3|301&4|302&3|321&1|880&3|886&5|1191&5|261&5|326&5
20&5|1164&1|275&5|870&2|539&1|116&5|244&4|591&4|302&5|596&3|985&1|93&4;952&1|271&1|410&1|150&2;20&5|1164&1|275&5|870&2|539&1|116&5|244&4|591&4|302&5|596&3|985&1|93&4|952&1|271&1|410&1|150&2
271&2|222&4|846&4|748&3|7&4|995&5|269&5|258&5|24&2|405&3|125&4|331&3;148&3|281&4|1011&4|1051&3;271&2|222&4|846&4|748&3|7&4|995&5|269&5|258&5|24&2|405&3|125&4|331&3|148&3|281&4|1011&4|1051&3
338&4|286&4|154&5|237&4|216&3|174&5|181&5|458&3|318&4|328&4|515&4|100&4;273&2|1060&2|472&3|240&1;338&4|286&4|154&5|237&4|216&3|174&5|181&5|458&3|318&4|328&4|515&4|100&4|273&2|1060&2|472&3|240&1
202&5|258&5|222&4|523&5|238&5|2&2|204&5|1001&1|209&4|194&5|651&4|393&4;546&3|29&1|840&4|230&4;202&5|258&5|222&4|523&5|238&5|2&2|204&5|1001&1|209&4|194&5|651&4|393&4|546&3|29&1|840&4|230&4
403&3|930&2|161&3|1039&4|405&2|549&3|154&3|89&3|7&3|511&3|90&3|260&1;173&5|921&5|432&5|588&4;403&3|930&2|161&3|1039&4|405&2|549&3|154&3|89&3|7&3|511&3|90&3|260&1|173&5|921&5|432&5|588&4
751&3|748&3|336&3|269&5|272&5|879&3|313&5|286&5|245&4|340&4|300&3|307&4;358&2|349&1|353&1|343&3;751&3|748&3|336&3|269&5|272&5|879&3|313&5|286&5|245&4|340&4|300&3|307&4|358&2|349&1|353&1|343&3
300&2|1145&2|161&3|651&3|693&3|180&3|48&5|514&4|655&3|488&4|187&3|977&3;88&3|506&2|186&2|855&2;300&2|1145&2|161&3|651&3|693&3|180&3|48&5|514&4|655&3|488&4|187&3|977&3|88&3|506&2|186&2|855&2
849&4|233&4|624&4|195&5|230&4|99&3|210&5|11&4|92&4|182&4|33&3|403&4;399&4|771&3|38&3|1231&3;849&4|233&4|624&4|195&5|230&4|99&3|210&5|11&4|92&4|182&4|33&3|403&4|399&4|771&3|38&3|1231&3
527&4|405&4|180&4|408&5|98&5|258&5|507&2|23&3|513&3|270&4|191&4|242&5;283&2|250&4|813&4|713&5;527&4|405&4|180&4|408&5|98&5|258&5|507&2|23&3|513&3|270&4|191&4|242&5|283&2|250&4|813&4|713&5
605&3|9&4|754&4|294&4|434&4|136&4|732&4|890&1|323&1|260&2|56&4|50&4;190&5|742&4|239&4|521&3;605&3|9&4|754&4|294&4|434&4|136&4|732&4|890&1|323&1|260&2|56&4|50&4|190&5|742&4|239&4|521&3
1&4|215&5|208&3|625&3|252&4|216&3|161&3|732&4|411&3|158&3|202&4|756&4;585&2|67&3|728&2|94&3;1&4|215&5|208&3|625&3|252&4|216&3|161&3|732&4|411&3|158&3|202&4|756&4|585&2|67&3|728&2|94&3
272&5|895&3|292&4|311&4|301&3|303&5|327&4|896&5|344&5|300&3|313&4|315&5;79&5|12&4|286&4|242&4;272&5|895&3|292&4|311&4|301&3|303&5|327&4|896&5|344&5|300&3|313&4|315&5|79&5|12&4|286&4|242&4
900&4|345&4|331&4|343&3|315&5|891&3|751&3|272&4|307&3|750&4|302&4|316&5;896&3|339&3|288&3|86&5;900&4|345&4|331&4|343&3|315&5|891&3|751&3|272&4|307&3|750&4|302&4|316&5|896&3|339&3|288&3|86&5
332&2|324&5|335&4|444&3|273&2|452&3|288&4|569&1|551&1|325&1|841&1|441&2;982&2|118&1|829&1|763&5;332&2|324&5|335&4|444&3|273&2|452&3|288&4|569&1|551&1|325&1|841&1|441&2|982&2|118&1|829&1|763&5
344&4|303&4|283&4|290&2|237&3|678&3|250&2|471&3|845&3|125&4|121&2|281&3;333&5|750&5|275&5|127&5;344&4|303&4|283&4|290&2|237&3|678&3|250&2|471&3|845&3|125&4|121&2|281&3|333&5|750&5|275&5|127&5
501&4|491&4|482&5|54&3|49&2|235&4|1073&4|411&4|53&3|872&3|780&5|231&4;227&3|246&5|783&2|1037&3;501&4|491&4|482&5|54&3|49&2|235&4|1073&4|411&4|53&3|872&3|780&5|231&4|227&3|246&5|783&2|1037&3
268&4|523&5|604&5|479&5|178&5|48&5|132&5|294&2|496&5|209&5|1065&4|286&4;172&5|493&5|12&5|481&5;268&4|523&5|604&5|479&5|178&5|48&5|132&5|294&2|496&5|209&5|1065&4|286&4|172&5|493&5|12&5|481&5
127&3|495&4|131&4|133&3|432&2|463&4|195&4|498&4|657&4|82&4|50&5|479&5;174&5|1&5|239&4|181&5;127&3|495&4|131&4|133&3|432&2|463&4|195&4|498&4|657&4|82&4|50&5|479&5|174&5|1&5|239&4|181&5
546&3|473&3|471&3|281&3|1119&3|509&4|268&3|741&4|3&4|322&4|307&4|274&3;127&5|265&4|69&4|655&4;546&3|473&3|471&3|281&3|1119&3|509&4|268&3|741&4|3&4|322&4|307&4|274&3|127&5|265&4|69&4|655&4
528&4|174&4|632&4|143&2|713&4|183&3|50&4|423&3|134&4|283&4|427&4|211&5;478&4|192&4|654&4|144&4;528&4|174&4|632&4|143&2|713&4|183&3|50&4|423&3|134&4|283&4|427&4|211&5|478&4|192&4|654&4|144&4
154&5|692&4|448&4|132&5|368&1|456&2|727&4|248&4|372&4|235&3|559&4|203&4;1210&4|366&4|569&3|1140&2;154&5|692&4|448&4|132&5|368&1|456&2|727&4|248&4|372&4|235&3|559&4|203&4|1210&4|366&4|569&3|1140&2
185&5|28&4|443&4|176&5|568&4|95&3|588&3|230&4|5&3|222&5|448&4|479&4;288&5|678&2|672&3|145&3;185&5|28&4|443&4|176&5|568&4|95&3|588&3|230&4|5&3|222&5|448&4|479&4|288&5|678&2|672&3|145&3
