item_id;vectors
540;-0.25370097|0.077628724|-0.19323575|-0.21576029|0.051302988|0.19678108|-0.1790287|-0.015302024|-0.1054683|0.14071561|0.15146944|-0.19215308|-0.18648233|0.17657626|-0.10908699|-0.13616124|0.12106309|-0.13446179|0.16116866|-0.14277522|-0.050606858|0.17156856|0.11508407|0.16086978|-0.13004072|0.13348916|0.0006548627|0.088589415|-0.08554683|0.06624556|-0.20798515|-0.0074130893|0.16579644|-0.20710231|-0.17892759|0.009587724|0.13270546|-0.14986143|-0.13234085|0.1587914|-0.09510633|0.19410458|-0.19173342|-0.016778115|0.1047474|0.20260276|0.18610021|-0.06481896|-0.21629989|0.20895761|0.20910361|-0.12721623|-0.08997939|-0.14990093|-0.17262872|-0.006681688|0.20052743|0.011020957|-0.2187174|-0.15859598|-0.09525201|0.110269114|-0.2060561|-0.1183531|0.17143916|-0.13453859|-0.1143365|-0.21046413|-0.14009291|0.16763127|-0.25950807|0.13415177|-0.06621247|-0.087984204|-0.20725174|-0.111000106|-0.12071832|0.08381643|-0.15975484|0.1906246|-0.19185686|-0.13562699|-0.12419575|0.19535738|0.21059486|0.16256583|-0.17171346|-0.13416359|0.17864367|0.27142408|0.2051213|-0.11930454|0.100995615|0.14775378|-0.09990855|-0.10101373|0.08789861|0.118757404|-0.08206613|0.13784057
541;-0.13088387|0.030527074|-0.14475496|-0.1821845|0.017959807|0.1952411|-0.16754273|-0.014286061|-0.13370155|0.08574769|0.11194171|-0.14839011|-0.14724322|0.06885025|-0.06715415|-0.16962327|0.19698578|-0.14314058|0.20323722|-0.099318385|0.071326554|0.17492332|0.12193848|0.06625091|-0.06224004|0.18675967|-0.022308946|0.13728198|-0.11098359|0.115564056|-0.17782412|-0.035974804|0.16148609|-0.10013801|-0.14862965|0.01104321|0.028518733|-0.13108067|-0.18168162|0.14994398|-0.041309785|0.1547556|-0.15042084|0.10326476|0.18972951|0.2409469|0.14483845|-0.10754508|-0.19065872|0.12334461|0.112795874|-0.12739827|-0.07441886|-0.091826394|-0.16550611|-0.030077217|0.1411481|0.033380233|-0.14297505|-0.19297336|-0.15076251|0.09777314|-0.15697451|-0.151015|0.13968523|-0.18778168|-0.09199543|-0.23617004|-0.23741028|0.1050138|-0.21255685|0.066146046|-0.07559864|-0.11036525|-0.20513618|-0.08583833|-0.1097434|0.04758793|-0.16599324|0.22158393|-0.1430163|-0.1560544|-0.14474715|0.2307536|0.11505073|0.16025844|-0.20065026|-0.12899008|0.16355574|0.21665093|0.13889831|-0.11900927|0.113694206|0.18352833|-0.14614691|-0.030683143|0.15859492|0.2492412|-0.054657634|0.083351664
542;-0.1417916|0.12353481|-0.11759504|-0.18169348|0.115355395|0.13557544|-0.20071898|-0.02757641|-0.14584582|0.08557434|0.14381374|-0.19864564|-0.17748621|0.17482537|-0.06472902|-0.13771872|0.10034851|-0.10465633|0.17005587|-0.09355712|0.049518324|0.20638493|0.18720944|0.06724091|-0.06713693|0.13492785|0.043558035|0.10964304|-0.17204192|0.094080016|-0.18354587|-0.08983557|0.14248914|-0.13134004|-0.20641114|-0.001040984|0.10442345|-0.15903598|-0.16949263|0.112218864|-0.0145747885|0.09955947|-0.15931083|0.00017144904|0.11377117|0.24321443|0.19000486|-0.03504608|-0.1796522|0.11189227|0.08083186|-0.12779836|-0.096989356|-0.10055274|-0.22832726|-0.085749894|0.10670832|0.06310537|-0.19827798|-0.2445541|-0.18092346|0.1361316|-0.17888328|-0.1616849|0.0319539|-0.14595501|-0.1878507|-0.1458422|-0.16787905|0.09796113|-0.22370742|0.10297352|-0.048904117|-0.047800258|-0.15412772|-0.14299092|-0.13086182|0.07133548|-0.18951544|0.1276849|-0.14297178|-0.09629513|-0.08430165|0.21844018|0.14445199|0.11227299|-0.16384439|-0.18690294|0.19832133|0.1904021|0.10726969|-0.20644267|0.16978589|0.15075275|-0.24094382|-0.01159819|0.19427873|0.1282906|-0.12718546|0.18374144
543;-0.16293627|0.037667867|-0.053353347|-0.13228889|0.020932922|0.17089647|-0.15123704|-0.019158192|-0.19122718|0.11927128|0.14712696|-0.06178867|-0.15207516|0.13849728|-0.084210634|-0.16209687|0.08467659|-0.110734195|0.18681693|-0.14211912|0.033435322|0.13891484|0.17850105|0.15817088|-0.14163892|0.13630484|0.0678307|0.10466415|-0.13537301|0.052565623|-0.17709835|-0.072243735|0.14513418|-0.1830233|-0.18625358|-0.071503006|0.044096086|-0.18017365|-0.13527288|0.021785036|-0.0696992|0.07619133|-0.12919408|0.08027394|0.14129904|0.19981204|0.1746294|-0.09268397|-0.11330812|0.15447226|0.05628496|-0.1402323|-0.09916652|-0.16343425|-0.15146919|-0.12185913|0.1433707|-0.016070832|-0.234143|-0.22349258|-0.21515149|0.13638182|-0.16834788|-0.16427752|0.10837769|-0.1359224|-0.09082322|-0.16664289|-0.18670158|0.12168977|-0.2408004|0.070028625|-0.07697506|0.0022792257|-0.122446746|-0.18558387|-0.14925526|0.123870455|-0.12794885|0.16092105|-0.1390551|-0.21507934|-0.18719965|0.16201067|0.12996665|0.13682915|-0.17538503|-0.18053164|0.19813973|0.21975398|0.08372519|-0.16097|0.17319041|0.18722916|-0.1934666|-0.012760395|0.17251472|0.10757589|-0.10079651|0.039733127
544;-0.18104012|0.05207707|-0.0908609|-0.15272313|0.05084868|0.2220926|-0.15530433|-0.0450379|-0.22294326|0.010600597|0.16132489|-0.122205995|-0.10980622|0.15563683|-0.09215973|-0.14591873|0.11921719|-0.13985737|0.17203474|-0.13759716|0.01875678|0.0880253|0.08107927|0.102183595|-0.1620414|0.14862415|0.05794764|0.16238825|-0.15861364|0.08247395|-0.15228629|-0.11139924|0.1614527|-0.2170112|-0.20899579|-0.0067131305|0.12388149|-0.11398529|-0.1595519|0.11306403|4.0248036e-05|0.18849221|-0.15760648|0.0419434|0.17956385|0.17734767|0.22527507|-0.16305059|-0.13824692|0.17756969|0.15890563|-0.11048347|-0.031598456|-0.16038477|-0.25362176|-0.109194554|0.12578355|0.0099387225|-0.16849132|-0.1462975|-0.18616235|0.2164324|-0.18844439|-0.15098831|0.16166867|-0.12808266|-0.088576935|-0.24148227|-0.23233807|0.13574848|-0.23320378|0.14239325|-0.079873934|-0.0011705868|-0.203913|-0.1482275|-0.18592212|0.06174065|-0.11516662|0.20690206|-0.22187781|-0.12882683|-0.13836525|0.24378118|0.18629542|0.18149759|-0.19022457|-0.16208716|0.17898907|0.17011313|0.12667845|-0.20423988|0.10106644|0.20575927|-0.13366881|-0.0092146695|0.16449927|0.12900569|-0.06015062|0.061984543
545;-0.1821739|0.085658684|-0.12160317|-0.061209343|0.09887414|0.15144986|-0.19830401|0.021656483|-0.11503083|0.13396144|0.16880429|-0.17160566|-0.21412346|0.13306502|-0.13610494|-0.11929753|0.17450224|-0.18776523|0.15457293|-0.1436235|0.057473473|0.15771176|0.18090844|0.09080078|-0.14354785|0.20004794|-0.020664|0.14300796|-0.18613145|0.06556812|-0.1756535|-0.10996989|0.18039894|-0.103600465|-0.23992954|0.027371489|0.029599838|-0.12760101|-0.09764536|0.060091015|-0.08670179|0.074148715|-0.13322355|0.04673318|0.19617975|0.19968665|0.112274975|-0.055458426|-0.08499735|0.09890776|0.11157888|-0.13779463|-0.0971577|-0.18311638|-0.13114715|-0.03495657|0.18040925|0.031923216|-0.11288454|-0.19487149|-0.2103076|0.13430165|-0.13173483|-0.1707256|0.16965474|-0.13789397|-0.16847007|-0.24651237|-0.21756357|0.120253526|-0.14834456|0.16350412|-0.08124678|-0.03621685|-0.11572568|-0.14819923|-0.19509484|0.06944603|-0.11255343|0.10892924|-0.12941858|-0.18329024|-0.14735378|0.15184277|0.10739575|0.15719835|-0.0993515|-0.11296961|0.16519098|0.2220995|0.080184385|-0.21874271|0.12464278|0.16833115|-0.100063734|-0.08020872|0.17677455|0.13619044|-0.10783051|0.11657129
546;-0.22922167|-0.008175701|-0.116164215|-0.19840948|0.043233585|0.29412532|-0.15969244|0.02909832|-0.23458137|0.045719318|0.11993536|-0.19665287|-0.18931517|0.076204434|-0.16644692|-0.20718321|0.18683022|-0.13423182|0.19685687|-0.026605919|0.011991798|0.14888522|0.15033385|0.04688657|-0.18481436|0.14017497|0.05314211|0.12419437|-0.12668069|0.093606725|-0.19523135|-0.06944542|0.2639224|-0.17055795|-0.1769625|-0.02122466|0.11254352|-0.15594977|-0.19615218|0.027048454|-0.027018186|0.1708197|-0.08162556|0.07567988|0.12705573|0.26927525|0.18693621|-0.089244306|-0.117899366|0.100654796|0.09784518|-0.20948589|-0.10229689|-0.16262427|-0.19646883|-0.07296067|0.13403924|-0.043757956|-0.16887152|-0.28810397|-0.13948226|0.1241335|-0.15242119|-0.15255857|0.1745369|-0.2200449|-0.19741252|-0.14927845|-0.28105918|0.11112701|-0.23986654|0.103493184|-0.04903535|-0.06605045|-0.22685236|-0.15584347|-0.16655657|0.13089958|-0.14985164|0.18350887|-0.21419483|-0.18099764|-0.15685834|0.1850627|0.071610354|0.16029769|-0.20260732|-0.15202136|0.18581162|0.24597067|0.16033593|-0.22648264|0.10303154|0.24337593|-0.26775342|-0.05897421|0.16837223|0.18263115|-0.11166898|0.132659
547;-0.21390156|0.10550071|-0.11384587|-0.17986885|0.031110547|0.17921405|-0.21051903|0.011798976|-0.14892331|0.042593803|0.11556834|-0.14024508|-0.13935952|0.19867103|-0.11940432|-0.19385411|0.18635291|-0.15388492|0.19862257|-0.0864021|0.036968164|0.19925606|0.11231893|0.12805955|-0.17420505|0.119959824|0.005074626|0.12567633|-0.13019511|0.053501993|-0.10692348|-0.07083559|0.25982177|-0.17342119|-0.16725616|-0.08774434|0.06348379|-0.07006939|-0.25171235|0.041611895|-0.026579529|0.16061385|-0.21499895|0.12265904|0.18958521|0.11165617|0.22586203|-0.11342788|-0.18401586|0.14548366|0.10611431|-0.13582179|-0.04240428|-0.12794477|-0.27122396|-0.06806423|0.18342754|0.013601946|-0.25060207|-0.21619278|-0.14177029|0.19423962|-0.21475485|-0.19448876|0.13179427|-0.19053894|-0.08091933|-0.19537464|-0.22180723|0.13435134|-0.18277213|0.18758926|-0.0829472|-0.0031237751|-0.13305973|-0.107932985|-0.082222894|0.04450195|-0.13067336|0.08764013|-0.12866265|-0.18736343|-0.09930908|0.22602165|0.110257626|0.041701354|-0.18848848|-0.19865814|0.22540653|0.21185602|0.1555845|-0.114942536|0.09775615|0.1300281|-0.18955751|-0.0583535|0.20535187|0.07371114|-0.07994926|0.031624943
548;-0.1657093|0.06914934|-0.086200565|-0.10530693|-0.0016915649|0.19453944|-0.16658147|-0.0067659253|-0.168252|0.08999517|0.10782768|-0.14404877|-0.1660438|0.10139543|-0.10438519|-0.2053745|0.07639275|-0.15255588|0.18112722|-0.081599236|-0.03028274|0.1840084|0.14165145|0.15034443|-0.1695269|0.10164217|0.018864658|0.18175827|-0.08846319|0.004045535|-0.1779505|-0.022138923|0.19081244|-0.21897998|-0.13546734|-0.0048808046|0.10109089|-0.10477845|-0.113473386|0.0901314|-0.07043946|0.17570053|-0.21176142|-0.015862327|0.16165227|0.16454723|0.19474481|-0.04279752|-0.15315066|0.10628248|0.16810344|-0.20394307|-0.029372782|-0.113553256|-0.21797433|-0.054976862|0.1947475|0.052364778|-0.1998124|-0.23069647|-0.1943697|0.16298124|-0.19898447|-0.17239815|0.09526145|-0.1478732|-0.07373332|-0.20441586|-0.13253677|0.07196912|-0.18003999|0.07598865|-0.15222433|-0.090745285|-0.16921316|-0.08695981|-0.14160906|0.15430447|-0.20891431|0.14488745|-0.18452848|-0.08582755|-0.11423673|0.20402227|0.16860063|0.1178745|-0.17032062|-0.14819175|0.19973719|0.20317718|0.11034542|-0.12811461|0.18783864|0.23528528|-0.08078019|-0.01456188|0.20114313|0.17970188|-0.1926826|0.10239442
549;-0.16250236|0.116237715|-0.12466836|-0.12693891|-0.0081482455|0.20046695|-0.15273134|0.01233213|-0.1742894|0.10254343|0.08993909|-0.11878653|-0.19201945|0.14364421|-0.13912542|-0.19468835|0.196328|-0.06740671|0.10607331|-0.08716479|-0.021555413|0.17499053|0.15665774|0.11566022|-0.06719269|0.16203564|0.0014276858|0.10904135|-0.09598522|0.08203311|-0.1944114|-0.057621054|0.14079465|-0.109830156|-0.23332042|0.004072003|0.14141843|-0.12773353|-0.19279337|0.15318595|-0.02299172|0.12989147|-0.10435113|0.037334748|0.19095755|0.19078784|0.23423229|-0.12974158|-0.12317756|0.08788139|0.09744437|-0.14570843|-0.12846516|-0.20978591|-0.15790536|-0.06858819|0.1525389|0.027935475|-0.13058142|-0.17226727|-0.14545026|0.06966802|-0.15351704|-0.14942636|0.11485203|-0.15206456|-0.13598777|-0.15079284|-0.23770508|0.12720774|-0.23911367|0.059923492|-0.11662266|-0.058976714|-0.1341042|-0.09834647|-0.18336958|0.050036233|-0.17669338|0.14420202|-0.1277792|-0.10807118|-0.12658907|0.10557107|0.17233387|0.18118085|-0.18815896|-0.21691088|0.17160957|0.21039274|0.14154619|-0.16360597|0.10684003|0.2535969|-0.09482846|-0.09554923|0.117284596|0.15453428|-0.06567274|0.08264601
550;-0.16157009|0.099192694|-0.12219316|-0.19592741|-0.019097388|0.28889373|-0.18822105|0.029078376|-0.17959139|0.095603645|0.11826821|-0.16013138|-0.24890254|0.16853039|-0.11605179|-0.22326829|0.15386684|-0.13062163|0.2009127|-0.12494412|0.023358377|0.21604341|0.21304688|0.09480584|-0.2116314|0.19630238|-0.022286503|0.14924768|-0.13637911|0.0237768|-0.15910283|-0.078765005|0.24776793|-0.20021428|-0.16920236|-0.047304466|0.087652065|-0.1933384|-0.20089188|0.08792757|-0.12598029|0.19556782|-0.25781652|0.04956411|0.17261162|0.15748438|0.13255131|-0.0031137168|-0.19366913|0.1398363|0.21539816|-0.1312421|-0.07737824|-0.15063046|-0.19287373|-0.11799029|0.17485061|0.063653946|-0.14155638|-0.2028406|-0.21205695|0.1419033|-0.21392226|-0.16302288|0.095223725|-0.15581389|-0.06784592|-0.21433578|-0.1651026|0.1588|-0.15825394|0.12933004|-0.13111818|-0.0750467|-0.11795117|-0.1355553|-0.1826636|0.08711928|-0.13276142|0.11148982|-0.18394743|-0.11390684|-0.14164612|0.18296231|0.20271671|0.091431804|-0.1716089|-0.14747605|0.25204918|0.18428682|0.20956606|-0.17290024|0.12306796|0.23933147|-0.1478224|-0.05201725|0.12271669|0.18922773|-0.09290001|0.033031724
551;-0.24769768|0.12759128|-0.11496411|-0.115483254|0.025288897|0.23640372|-0.24054466|-0.0035959529|-0.17714779|0.03985953|0.13993467|-0.122409604|-0.19205925|0.14893568|-0.07838115|-0.19944793|0.050616667|-0.112247705|0.19588076|-0.061343584|-0.027757302|0.1609682|0.12805115|0.10033812|-0.17636654|0.13311052|-0.02771428|0.07734243|-0.16215165|0.04604779|-0.16211842|-0.08219898|0.13782251|-0.18840091|-0.13719693|-0.0039756615|0.14814937|-0.1785865|-0.18382065|0.12668625|-0.11071653|0.16423267|-0.1160364|0.035557378|0.09093614|0.1524998|0.1855719|-0.103822365|-0.16499147|0.18524903|0.097704805|-0.1592985|-0.12198286|-0.16929564|-0.25826675|-0.0032856353|0.10833377|0.046530772|-0.20058799|-0.22502168|-0.107072145|0.15406446|-0.11015435|-0.1526875|0.106543235|-0.1722248|-0.13808309|-0.15359637|-0.22260056|0.15527382|-0.27233943|0.19377702|-0.07260152|-0.06596583|-0.11916698|-0.17900747|-0.064550474|0.061759144|-0.18906312|0.15367568|-0.085030116|-0.15749207|-0.087284684|0.12881185|0.11928976|0.11160681|-0.13231952|-0.17399518|0.1554679|0.18063845|0.13039134|-0.14625315|0.108315036|0.16466996|-0.22643065|-0.045775685|0.12247235|0.22273207|-0.15912147|0.10607079
552;-0.16965023|-0.01024811|-0.044404127|-0.11854611|0.08033851|0.2304069|-0.13445297|-0.03315081|-0.15059997|0.05871263|0.096677095|-0.14679088|-0.17818974|0.16064785|-0.11329728|-0.18629566|0.067726046|-0.08779257|0.12910075|-0.063014746|0.01464154|0.19835812|0.1404491|0.14416784|-0.122134574|0.18102369|0.093089126|0.14358291|-0.17276391|0.04083259|-0.14986502|-0.091894306|0.20515409|-0.14736731|-0.14538458|0.01970116|0.09723029|-0.0474123|-0.13093911|0.14745268|-0.07185726|0.14733171|-0.16861737|-0.020153485|0.1593677|0.17177816|0.2046448|-0.07872305|-0.14668322|0.11485558|0.13335386|-0.1008596|-0.08355361|-0.084884934|-0.19004747|0.019571397|0.10023288|0.024780417|-0.18391185|-0.2557807|-0.1494318|0.18900669|-0.15709616|-0.16254997|0.11320121|-0.12948047|-0.17371896|-0.17064431|-0.23879614|0.1710824|-0.1999502|0.15753272|-0.12319145|-0.018069971|-0.13170405|-0.10986517|-0.08229302|0.093421064|-0.1925864|0.15221043|-0.16764991|-0.12113084|-0.1230126|0.2100009|0.12960495|0.14771986|-0.20339435|-0.12838626|0.21046415|0.1376031|0.22551271|-0.1396889|0.08706028|0.23598394|-0.15034838|-0.059339385|0.13395123|0.17589372|-0.11327825|0.06698494
553;-0.22920461|0.03443608|-0.094069704|-0.21365833|0.07554213|0.1333628|-0.122260936|-0.011292021|-0.16055277|0.026092973|0.17427212|-0.12409727|-0.14750865|0.09490296|-0.18024108|-0.14484851|0.17584935|-0.15370882|0.20135333|-0.11596955|0.08118057|0.11278197|0.13046671|0.17286769|-0.15512781|0.14558363|0.020744309|0.0984509|-0.061039574|0.032497324|-0.2082565|-0.09704238|0.15612814|-0.11544601|-0.115674786|0.056133874|0.044816114|-0.19930816|-0.20141579|0.12786947|-0.09127985|0.14666614|-0.22960877|0.0012053922|0.13597521|0.20008399|0.22719339|-0.14704205|-0.2052411|0.1851787|0.07767785|-0.16069496|-0.065508366|-0.15152788|-0.14733452|-0.028324675|0.18041807|-0.039544825|-0.23886745|-0.20977995|-0.20160078|0.0885328|-0.17322794|-0.13983235|0.114003114|-0.2211156|-0.1332747|-0.2168742|-0.19652425|0.11873039|-0.16193171|0.15096003|-0.12796824|-0.11137352|-0.13005452|-0.16268206|-0.13076451|0.09682165|-0.21555816|0.15604989|-0.21647547|-0.11774753|-0.15053016|0.15764675|0.14144728|0.072182454|-0.21879634|-0.21742065|0.17061475|0.25560242|0.19016431|-0.20554727|0.06404105|0.23423998|-0.18599454|-0.09278351|0.21811107|0.15662023|-0.07133584|0.11924819
554;-0.21858306|0.07305535|-0.17402235|-0.15624177|0.068105824|0.17657539|-0.14980313|0.079400405|-0.17550662|0.11987981|0.16539364|-0.15283887|-0.15302551|0.15264127|-0.12301808|-0.17832801|0.12683128|-0.11208798|0.22070633|-0.111215875|0.0318868|0.23695141|0.16971825|0.1585738|-0.13592914|0.13944626|0.06569817|0.122716635|-0.16794714|-0.0006835796|-0.17897265|-0.06881896|0.16943255|-0.20820902|-0.14130649|-0.06727104|0.07734625|-0.08765744|-0.17266661|0.061632704|-0.0834689|0.07452044|-0.19053474|0.030928897|0.15624163|0.15186569|0.20156279|-0.12972194|-0.13109112|0.18700491|0.19258586|-0.19836077|-0.14684612|-0.09678283|-0.16569673|-0.102329135|0.19627085|0.10839194|-0.1619633|-0.24979553|-0.16393493|0.13794748|-0.123899505|-0.1406167|0.12250972|-0.2780343|-0.1900251|-0.21348757|-0.15327106|0.18305278|-0.19506782|0.16364892|-0.10343841|-0.0829268|-0.11954197|-0.18593699|-0.14015739|0.15282968|-0.15756413|0.2401009|-0.23626363|-0.17662492|-0.10129698|0.21598645|0.13710411|0.10181083|-0.20155582|-0.23305947|0.24679579|0.21673286|0.19019131|-0.21251635|0.120993905|0.22243352|-0.14231719|-0.0754589|0.15112665|0.1304302|-0.11445008|0.08040684
555;-0.25167382|0.01711113|-0.14965767|-0.1140489|0.01616339|0.19521478|-0.14257085|-0.00499688|-0.22902915|0.11381021|0.06117758|-0.098132975|-0.17095186|0.14445151|-0.12380336|-0.20001349|0.12385125|-0.10574113|0.2481063|-0.051189307|-0.0141357295|0.20003492|0.20882446|0.19152418|-0.12881097|0.18750598|-0.023651384|0.0769804|-0.06017051|0.10927034|-0.22705816|-0.04965081|0.25901467|-0.1655315|-0.14291984|-0.021683212|0.043600824|-0.07223609|-0.12917775|0.07495548|-0.0067225955|0.17110896|-0.16764016|0.031690326|0.19207874|0.1896335|0.16729218|-0.117262445|-0.1701586|0.14557177|0.14698066|-0.13682449|-0.11069108|-0.11377381|-0.24463953|-0.07379731|0.20686497|-0.048902903|-0.18528107|-0.18668729|-0.1388627|0.15131465|-0.19332416|-0.12664554|0.13227381|-0.18899842|-0.1752395|-0.23746653|-0.19726965|0.1672071|-0.22241578|0.1999899|-0.058647905|-0.03111762|-0.1949049|-0.109779894|-0.15045248|0.06632118|-0.15749831|0.19686034|-0.15895334|-0.15304711|-0.08761423|0.26134303|0.13636355|0.1860492|-0.15039495|-0.14289469|0.15284634|0.21061741|0.16028465|-0.20920117|0.12933837|0.21067153|-0.14915232|-0.11470422|0.09501836|0.14926219|-0.11412714|0.1342674
556;-0.22283739|0.12402588|-0.08454208|-0.16727635|0.1010655|0.17032906|-0.17139791|-0.0083040735|-0.19563228|0.10492985|0.2049107|-0.26361528|-0.19762741|0.12302062|-0.14698316|-0.18115345|0.16686608|-0.20204765|0.15845183|-0.07640143|0.04723464|0.22576216|0.20686617|0.105129115|-0.14874642|0.17451581|0.07296312|0.19804776|-0.072582036|0.06958708|-0.23088701|-0.04943744|0.22563909|-0.121499|-0.1382146|0.007060621|0.046474308|-0.08029753|-0.2145252|0.13264325|-0.022559466|0.08315891|-0.18473169|0.051527932|0.119757175|0.21129797|0.21487734|-0.14417602|-0.15532704|0.13081147|0.1794706|-0.19826774|-0.060861733|-0.13084713|-0.2031728|-0.06002182|0.110481374|0.053441335|-0.16873235|-0.21550556|-0.20133196|0.16282447|-0.23029488|-0.1359615|0.08752792|-0.20413996|-0.2134883|-0.19400391|-0.16940328|0.16934003|-0.29160103|0.09498848|-0.13157588|-0.06834183|-0.17536487|-0.16195032|-0.18707564|0.028942581|-0.2087863|0.1541859|-0.21922836|-0.1303025|-0.090655416|0.21608457|0.18455747|0.21135136|-0.14227837|-0.13822138|0.23720147|0.30141914|0.23334998|-0.15625201|0.17349564|0.2513596|-0.2124014|-0.0014747828|0.13561678|0.12272863|-0.090337865|0.1310129
557;-0.14764902|0.035328344|-0.12191809|-0.13192026|0.0925388|0.20290837|-0.11787452|-0.032628775|-0.2224155|0.10546694|0.12826617|-0.17934543|-0.21525091|0.10036811|-0.120095044|-0.18254644|0.14637762|-0.09389135|0.1815736|-0.11404105|0.059149105|0.14409217|0.13972452|0.085281104|-0.12517901|0.16189304|0.040157437|0.11586245|-0.13304953|0.09641007|-0.14885186|-0.12786824|0.22345917|-0.19572699|-0.13666195|0.00445343|0.08027218|-0.12248055|-0.21848713|0.17686197|-0.062545165|0.16265585|-0.17802243|0.024667574|0.073813066|0.12630484|0.15376493|-0.12265913|-0.12995823|0.09828128|0.09787885|-0.16301002|-0.080895565|-0.110184416|-0.17306356|-0.041650403|0.14452614|0.017010853|-0.18775932|-0.22605184|-0.14887904|0.12017566|-0.17314206|-0.17176142|0.074852355|-0.14952576|-0.12333902|-0.25021717|-0.14589307|0.084300674|-0.19334368|0.18891594|-0.14406729|-0.030720882|-0.15124011|-0.105803624|-0.06587584|0.077982195|-0.16629273|0.102846526|-0.18787706|-0.15163761|-0.1135284|0.1865109|0.13837756|0.13542737|-0.11926754|-0.14126834|0.19843197|0.17607889|0.13783467|-0.11768504|0.081129566|0.24883091|-0.2049529|0.011798572|0.12856919|0.21618816|-0.08833912|0.14925313
